english,gemma2:9b_rag,gemma2:9b_rag_scores,gemma2:9b_std,gemma2:9b_std_scores
3 out of 4 users report visible results from the very 1st use.,El 75% de usuarios reportó resultados visibles desde el primer uso.,0.634377121925354,3 de cada 4 usuarios reportan resultados visibles desde el primer uso.,0.6820114254951477
100% of users report clearer skin after using an ultra-precise targeted blue LED acne treatment.,El 100% de los usuarios declaró una piel más clara después de usar un tratamiento antiacné LED azul preciso y dirigido.,0.4528754949569702,El 100 % de los usuarios informan de una piel más clara después de usar un tratamiento de acné de LED azul ultrapreciso y dirigido.,0.19997410476207733
T-Sonic™ pulsations stimulate microcirculation to accelerate the skin renewal process.,Las pulsaciones T-Sonic™ estimulan la microcirculación para acelerar el proceso de renovación celular.,0.7246007323265076,Las pulsaciones T-Sonic™ estimulan la microcirculación para acelerar el proceso de renovación celular de la piel.,0.7480766177177429
Niacinamide & Tea Tree Oil help to reduce redness and fade stubborn imperfections.,La niacinamida y el aceite de árbol de té ayudan a reducir las rojeces y desvanecer imperfecciones persistentes.,0.5803740620613098,La niacinamida y el aceite de árbol de té ayudan a reducir la rojez y desvanecer las imperfecciones persistentes.,0.5554060339927673
Panthenol & Lactobionic Acid to soothe and hydrate skin - preventing skin dryness and peeling.,"Pantenol y ácido láctico para calmar e hidratar la piel, previniendo la sequedad y el descamación de la piel.",0.44133493304252625,Pantenol y ácido láctico para calmar e hidratar la piel - previniendo la sequedad y el descamación de la piel.,0.4341634213924408
"Get clear, smooth & healthy skin with ESPADA™ 2 plus - specifically designed to clear recurring acne by treating each individual spot with ultimate precision. Working quickly and effectively, ESPADA™ 2 plus also prevents future breakouts, while healing acne marks and blemishes, and minimizing pores.","Obtén una piel clara, suave y saludable con ESPADA™ 2 plus - diseñada específicamente para eliminar el acné recurrente al tratar cada lunar individual con máxima precisión. ESPADA™ 2 plus funciona rápidamente y eficazmente, además de prevenir futuros brotes, mientras que cura las marcas y manchas del acné y minimiza los poros.",0.4651568830013275,"Obtén una piel clara, suave y saludable con ESPADA™ 2 plus - diseñada específicamente para eliminar el acné recurrente tratando cada lunar individual con precisión máxima. Trabajando de forma rápida y eficaz, ESPADA™ 2 plus también previene futuros brotes, mientras que cura las marcas y imperfecciones del acné y minimiza los poros.",0.5013588666915894
More powerful than other blue LED devices on the market - delivering 170 mW/cm².,Más potente que otros dispositivos de luz azul LED del mercado - entregando 170 mW/cm².,0.7583938837051392,Más potente que otros dispositivos LED azules del mercado - ofreciendo 170 mW/cm².,0.7597816586494446
4 out of 5 users report a decrease in breakouts.,El 80% de los usuarios declaró una disminución en las imperfecciones.,-0.0924590677022934,4 de cada 5 usuarios informan una disminución de brotes.,0.14064331352710724
Takes only 30 seconds to treat each spot with ultra-concentrated light.,Toma solo 30 segundos para tratar cada zona con luz ultraconcentrada.,0.6862700581550598,Toma solo 30 segundos para tratar cada mancha con luz ultraconcentrada.,0.6708940863609314
3 out of 4 users report visible results after 1st use.,El 75% de usuarios reportó resultados visibles después del primer uso.,0.6603013277053833,3 de cada 4 usuarios reportan resultados visibles después del primer uso.,0.6986145973205566
Up to 210 uses per USB charge. 100% waterproof.,Recargable por USB con hasta 210 usos por carga. Al 100% a prueba de agua.,0.5348096489906311,Hasta 210 usos por carga de USB. Al 100% a prueba de agua.,0.526147186756134
USB charging cable,Cable USB,0.21904577314853668,Cable de carga USB,0.5106189846992493
Quick start guide,Guía de inicio rápido,0.5323274731636047,Guía rápida de inicio,0.5020191073417664
Manual,Manual,0.5169425010681152,Manual,0.5169425010681152
ESPADA™ 2,ESPADA™ 2,0.714299738407135,ESPADA™ 2,0.714299738407135
ESPADA™,ESPADA™,0.8811864256858826,ESPADA™,0.8811864256858826
KIWI™ derma,KIWI™ derma Microdermoabrasión con diamantes,-0.26676079630851746,KIWI™ derma,0.618378221988678
KIWI™,KIWI™,0.7214812636375427,KIWI™,0.7214812636375427
Precise light guide,Guía de luz precisa,-0.3221312463283539,Guía de luz precisa,-0.3221312463283539
Targets and treats each individual spot with ultra-concentrated light.,Atiende y trata cada mancha individual con luz ultraconcentrada.,0.4204951226711273,Obtén resultados en cada punto con luz ultraconcentrada.,0.02028617635369301
100% waterproof & nonporous to prevent bacteria build-up.,100% resistente al agua y no poroso para evitar la acumulación de bacterias.,0.6717289090156555,"Al ser un 100% impermeable y no poroso, se previene la acumulación de bacterias.",0.5913290977478027
Smart Swedish design,Diseño inteligente sueco,0.5040322542190552,Diseño sueco inteligente,0.46806278824806213
"USB rechargeable, delivering up to 210 uses per charge.",Recargable por USB. Hasta 210 usos por carga.,0.4682810604572296,"Recargable por USB, ofreciendo hasta 210 usos por carga.",0.5366982221603394
ESPADA™ BHA+PHA Blemish Solution,Solución para imperfecciones ESPADA™ BHA+PHA,0.11374795436859131,Solución para imperfecciones ESPADA™ BHA+PHA,0.11374795436859131
"A concentrated yet lightweight gel, clinically proven to reduce blemishes in just 3 days. Use with a FOREO ESPADA™ device to supercharge your treatment so you can treat acne with double the power - both on the surface, and deep below skin.","Un gel concentrado pero ligero, clínicamente probado para reducir las imperfecciones en solo 3 días. Úsalo con un dispositivo FOREO ESPADA™ para potenciar tu tratamiento y así tratar el acné con el doble de potencia, tanto en la superficie como debajo de la piel.",0.4583759903907776,"Un gel concentrado pero ligero, clínicamente probado para reducir los imperfecciones en tan solo 3 días. Úsalo con un dispositivo FOREO ESPADA™ para potenciar tu tratamiento y así tratar el acné con el doble de potencia, tanto en la superficie como en profundidad.",0.4479844272136688
Cleanse,Limpiar,-0.5929144620895386,Limpia,-0.19463129341602325
"Clean and dry your face and neck. For optimal results, we recommend using a FOREO LUNA™ Facial Cleansing Massager.","Limpia y seca tu rostro y cuello. Para obtener resultados óptimos, recomendamos usar un FOREO LUNA™ Facial Cleansing Massager.",0.5473494529724121,"Limpia y seca tu rostro y cuello. Para obtener mejores resultados, recomendamos el uso de un masajeador facial limpiador FOREO LUNA™.",0.5793668031692505
Apply,Aplica,0.48441633582115173,Aplicar,0.5197517275810242
"Apply FOREO ESPADA™ BHA+PHA Blemish Solution to each spot you wish to treat, if desired.","Aplica FOREO ESPADA™ BHA+PHA Blemish Solution a cada lunar que desees tratar, si lo deseas.",-0.20930948853492737,"Aplica FOREO ESPADA™ BHA+PHA Blemish Solution a cada punto que desees tratar, si lo deseas.",0.06691674888134003
Press the universal button to turn on ESPADA™ 2 plus. Position the light guide onto the spot you wish to treat. Hold on skin for 30 secs. You can treat the same spot up to 2 times in one treatment.,Pulsa el botón central para encender ESPADA™ 2 plus. Coloca la guía de luz sobre la zona que deseas tratar. Mantén presionado sobre la piel durante 30 segundos. Puedes tratar la misma zona hasta 2 veces en un solo tratamiento.,0.5443641543388367,Presiona el botón universal para encender ESPADA™ 2 plus. Coloca la guía de luz sobre el lugar que deseas tratar. Mantén presionado sobre la piel durante 30 segundos. Puedes tratar el mismo lugar hasta 2 veces en un solo tratamiento.,0.5290445685386658
LUNA™ 4 Bundle,PAQUETE LUNA™ 4,-0.39307138323783875,Paquete LUNA™ 4,-0.1900872141122818
KIWI™ Active Pore & Blackhead Mask,MASCARILLA ACTIVA PARA POROS Y PUNTOS NEGROS KIWI™,0.00756329670548439,Máscara Activa para Puertos y Puntos Negros KIWI™,-0.4001116156578064
Acne treatment devices,Dispositivos para el tratamiento del acné,0.5011488199234009,Dispositivos para el tratamiento del acné,0.5011488199234009
ESPADA™ 2 ESPADA™ 2 Acne treatment device € 179 Geo Stock test,ESPADA™ 2 Dispositivo para el tratamiento del acné € 179 Existencias geo prueba,-0.3980759382247925,Dispositivo de tratamiento del acné ESPADA™ 2 ESPADA™ 2 179€ Existencias en stock prueba,-0.08723869919776917
ESPADA™ 2 plus ESPADA™ 2 plus LED therapy for recurring acne € 209 € 179 SAVE € 30 Geo Stock test,ESPADA™ 2 plus Terapia LED para eliminar el acné recurrente € 209 € 179 AHORRA € 30 Existencias disponibles prueba,0.0014301277697086334,ESPADA™ 2 más ESPADA™ 2 plus terapia LED para acné recurrente 209€ 179€ AHORRA 30€ Geo Stock prueba,0.22593334317207336
Acne treatment with blue light therapy,Tratamiento de acné con terapia de luz azul,0.6199480295181274,Tratamiento del acné con terapia de luz azul,0.6391929984092712
"Target, treat & terminate breakouts","Objetivo, tratar y eliminar las imperfecciones",-0.0723089724779129,"Objetivo, tratar y eliminar los brotes.",-0.19741307199001312
"Featuring the dual-power of blue LED light & T-Sonic™ pulsations, ESPADA™ 2 works quickly & effectively to clear existing acne, blemishes & inflammation - without drying skin. It also regulates sebum production to prevent future breakouts - leaving your skin looking clear, healthy & smooth. FDA-cleared medical device. Clinically proven to treat and heal acne-prone skin. 100% of ESPADA™ 2 users report clearer skin.","Con el doble poder de luz LED azul y pulsaciones T-Sonic™, ESPADA™ 2 funciona rápidamente y eficazmente para eliminar el acné existente, las imperfecciones e inflamaciones, sin resecar la piel. También regula la producción de sebo para prevenir futuros brotes, dejando tu piel con aspecto claro, saludable y suave. Dispositivo médico aprobado por la FDA. Probado clínicamente para tratar y curar la piel propensa al acné. El 100% de los usuarios de ESPADA™ 2 reportan una piel más clara.",0.4418239891529083,"Gracias a la potencia dual de luz LED azul y pulsaciones T-Sonic™, ESPADA™ 2 funciona rápidamente y eficazmente para eliminar el acné existente, las imperfecciones e inflamaciones, sin secar la piel. También regula la producción de sebo para prevenir futuros brotes, dejando tu piel con aspecto claro, saludable y suave. Dispositivo médico aprobado por la FDA. Probado clínicamente para tratar y curar la piel propensa al acné. El 100% de los usuarios de ESPADA™ 2 reportan una piel más clara.",0.4463326036930084
Quickly clear acne,Elimina el acné rápidamente,0.4332611560821533,Eliminar rápidamente el acné.,0.3470096290111542
Up to 3000 mW of blue LED works quickly and effectively to terminate existing acne and inflammation on the skin’s surface.,Hasta 3000 mW de terapia LED azul trabaja rápidamente y eficazmente para terminar el acné existente e inflamación en la superficie de la piel.,0.5206701159477234,Hasta 3000 mW de luz LED azul funciona rápidamente y eficazmente para terminar el acné existente e inflamación en la superficie de la piel.,0.5381208062171936
"T-Sonic™ pulsations stimulate microcirculation to accelerate the skin renewal process, fading acne marks & blemishes.","Las pulsaciones T-Sonic™ estimulan la microcirculación para acelerar el proceso de renovación celular, desvaneciendo las marcas de acné y las imperfecciones.",0.5897681713104248,"Las pulsaciones T-Sonic™ estimulan la microcirculación para acelerar el proceso de renovación de la piel, desvaneciendo las marcas y imperfecciones del acné.",0.5770316123962402
Prevent future breakouts,Prevenir futuros brotes,-0.20671239495277405,Prevenir futuros brotes,-0.20671239495277405
"415 nm blue LED penetrates below the skin to kill acne-causing bacteria at the source, preventing future breakouts.","El LED azul de 415 nm penetra debajo de la piel para eliminar las bacterias causantes del acné en su origen, previniendo futuros brotes.",0.532930314540863,"Un LED azul de 415 nm penetra debajo de la piel para matar las bacterias que causan el acné en su origen, previniendo futuras erupciones.",0.4896632730960846
Significantly reduces redness & pore size.,Reduce notablemente el enrojecimiento y el tamaño de los poros.,0.5757087469100952,Reduce significativamente el enrojecimiento y el tamaño de los poros.,0.578403115272522
reduces redness & pore size.,Reduce las rojeces y el tamaño de los poros.,0.5670544505119324,Reduce la rojez y el tamaño de los poros.,0.5895317196846008
Significantly increases skin smoothness.,Aumenta considerablemente la suavidad de la piel.,0.48392564058303833,Aumenta considerablemente la suavidad de la piel.,0.48392564058303833
increases skin smoothness.,Mejora la suavidad de la piel.,0.5165066123008728,Aumenta la suavidad de la piel.,0.49447017908096313
Choose color: Fuchsia,Elige el color: Fuchsia,0.8712214231491089,Elige color: Fucsia,0.6790768504142761
"Introducing the FDA-cleared medical device that treats and heals acne-prone skin quicker and more efficiently than ever before. It clears existing spots and blemishes, and prevents future breakouts - for a beautifully clear, healthy & smooth complexion every single day.","Dispositivo médico aprobado por la FDA que trata y cura la piel propensa al acné más rápido y eficientemente que nunca. Elimina las manchas y imperfecciones existentes, y previene futuras erupciones para una tez clara, saludable y suave todos los días.",0.49557045102119446,"Presentamos el dispositivo médico aprobado por la FDA que trata y cura la piel propensa al acné más rápido y eficientemente que nunca. Elimina las manchas y imperfecciones existentes, y previene futuras erupciones cutáneas, para una piel clara, saludable y suave todos los días.",0.5383853316307068
100% of users report clearer skin.,El 100% declaró sentir la piel más clara.,0.5151715278625488,El 100 % de los usuarios informan de una piel más clara.,0.0695779025554657
Takes only 30 seconds to treat each spot.,Toma solo 30 segundos para tratar cada mancha.,0.7463517785072327,Toma solo 30 segundos para tratar cada mancha.,0.7463517785072327
Features antibacterial silicone to stop bacteria spreading.,Cuenta con silicona antibacteriana para detener la propagación de bacterias.,0.5815899968147278,Posee silicona antibacteriana para detener la propagación de bacterias.,0.6376000642776489
Velvety soft for sensitive skin. 100% waterproof. USB rechargeable.,Suave como la seda para pieles sensibles. Al 100% a prueba de agua. Recargable por USB.,0.6494609713554382,Suave como la seda para pieles sensibles. 100% impermeable. Recargable mediante USB.,0.6808273196220398
Precise targeting light,Luz dirigida con precisión,0.22484636306762695,Luz de puntería precisa,-0.5026805400848389
Targets and treats each individual blemish with ultimate precision.,Alcanza y trata cada imperfección individual con el máximo de precisión.,0.4627254009246826,Obtén resultados precisos en cada imperfección individual.,-0.1606164127588272
Smart skin sensor,Sensor inteligente de piel,0.4801176190376282,Sensor de piel inteligente,0.6260358691215515
"Blue LED only activates when treatment area is on skin, for optimal safety.","El LED azul solo se activa cuando el área de tratamiento está en contacto con la piel, para una óptima seguridad.",0.6891911625862122,"El LED azul solo se activa cuando el área de tratamiento está en contacto con la piel, para una seguridad óptima.",0.7020557522773743
Built-in timer,Temporizador integrado,-0.17067454755306244,Temporizador incorporado,0.0768851488828659
Pulses every 30 seconds to let you know when acne has been treated.,Pulsa cada 30 segundos para indicarte cuándo se ha tratado el acné.,0.03363751247525215,Pulsa cada 30 segundos para avisarte cuando se ha tratado el acné.,0.08064015209674835
100% waterproof & nonporous to prevent bacteria build-up & spreading.,100% resistente al agua y no poroso para prevenir la acumulación y propagación de bacterias.,0.6582136154174805,"Al ser impermeable y no poroso al 100%, evita la acumulación y propagación de bacterias.",0.6861320734024048
Velvety soft & smooth to be extra-gentle on sensitive skin & USB rechargeable.,Suave como la seda y liso para ser extra suave con pieles sensibles y recargable por USB.,0.4319479167461395,Suave y sedoso al tacto para ser extra suave con la piel sensible y recargable por USB.,0.40497270226478577
"A concentrated yet lightweight gel, clinically proven to reduce blemishes in just 3 days. Use with ESPADA™ to supercharge your treatment so you can treat acne with double the power - both on the surface, and deep below skin.","Un gel concentrado pero ligero, clínicamente probado para reducir las imperfecciones en tan solo 3 días. Úsalo con ESPADA™ para potenciar tu tratamiento y tratar el acné con el doble de potencia: tanto en la superficie como en profundidad.",0.4951992928981781,"Un gel concentrado pero ligero, clínicamente probado para reducir las imperfecciones en tan solo 3 días. Úsalo con ESPADA™ para potenciar tu tratamiento y tratar el acné con el doble de potencia, tanto en la superficie como en profundidad.",0.4755076766014099
Press the universal button to turn on ESPADA™ 2. Aim it so the spot you wish to treat is in the center of the precise targeting light & hold on skin for 30 secs. You can treat the same spot up to 4 times in one treatment.,Pulsa el botón central para encender ESPADA™ 2. Apunta a la zona que deseas tratar para que esté en el centro de la luz de enfoque preciso y mantén presionado sobre la piel durante 30 segundos. Puedes tratar la misma zona hasta 4 veces en un solo tratamiento.,0.44294777512550354,Presiona el botón universal para encender ESPADA™. Apuntalo de modo que la zona que deseas tratar esté en el centro de la luz de enfoque preciso y manténlo sobre la piel durante 30 segundos. Puedes tratar la misma zona hasta 4 veces en una sola sesión.,0.37937411665916443
Banish breakouts in no time,Elimina las imperfecciones en un instante.,0.07328329980373383,Elimina los brotes en un abrir y cerrar de ojos.,0.004330534487962723
ESPADA BHA+PHA Blemish Solution,Solución para imperfecciones ESPADA BHA+PHA,-0.2934064567089081,Solución para imperfecciones ESPADA BHA+PHA,-0.2934064567089081
"It’s no secret that clear and calm skin makes you feel more confident. ESPADA BHA+PHA Blemish Solution quickly targets blemishes on the surface of your skin - for a spotlessly clear and radiant complexion. Packing a powerful combination of 6 different super ingredients - 2% salicylic acid, witch hazel, niacinamide, tea tree oil, lactobionic acid and panthenol.","No es ningún secreto que una piel clara y calma te hace sentir más segura de ti misma. ESPADA BHA+PHA Blemish Solution ataca rápidamente las imperfecciones en la superficie de tu piel para lograr un cutis impecable y radiante. Contiene una potente combinación de 6 superingredientes diferentes: ácido salicílico al 2%, hamamelis, niacinamida, aceite de árbol de té, ácido lactobiónico y pantenol.",0.4435946047306061,"No es ningún secreto que una piel clara y calmada te hace sentir más segura. ESPADA BHA+PHA Blemish Solution ataca rápidamente las imperfecciones en la superficie de tu piel, para una tez impecable y radiante. Contiene una potente combinación de 6 super ingredientes diferentes: ácido salicílico al 2%, hamamelis, niacinamida, aceite de árbol de té, ácido lactobiónico y pantenol.",0.37345367670059204
"Aqua/Water/Eau, Propylene Glycol, Salicylic Acid, Polyacrylate Crosspolymer-6, Hamamelis Virginiana (Witch Hazel) Water, 1,2-hexanediol, Hydroxyacetophenone, Panthenol, Sodium Hydroxide, Niacinamide, Lactobionic Acid, Agarose, Butylene Glycol, Dipotassium Glycyrrhizate, Polysorbate 20, Melaleuca Alternifolia (Tea Tree) Leaf Oil","Agua/Water/Eau, Propilenglicol, Ácido salicílico, Poliacrilat crosspolymer-6, Hamamelis Virginiana (Agua de bruja), 1,2-hexanediol, Hidroxiacetona, Panthenol, Hidróxido de sodio, Niacinamida, Ácido lactobiónico, Agarosa, Butylene glicol, Dipotassium glicirrizato, Polisorbato 20, Aceite de hoja de Melaleuca Alternifolia (árbol del té)",0.6363661885261536,"Agua/Agua/Eau, Propilenglicol, Ácido salicílico, Poliacrilat crosspolymer-6, Agua de Hamamelis Virginiana (Hamamelis), 1,2-hexanediol, Hidroxiacetona, Pantenol, Hidróxido de sodio, Niacinamida, Ácido lactobiónico, Agarosa, Butylene glicol, Dipotasio glicirrizato, Polisorbato 20, Aceite de hoja de Melaleuca Alternifolia (árbol del té)",0.605551540851593
Spot it. Clear it.,Vételo. Límpialo.,-0.5021796822547913,Véalo. Limpiarlo.,-0.7308092713356018
"This concentrated yet lightweight gel is formulated with a power-packed combination of ingredients. It quickly targets breakouts on the surface of your skin. Unlike most acne medications which can cause unsightly dryness and peeling skin, ESPADA Blemish Solution keeps skin moisturized. The result is a spotlessly clear and radiant complexion.","Este gel concentrado pero ligero está formulado con una combinación potente de ingredientes. Se dirige rápidamente a las imperfecciones en la superficie de tu piel. A diferencia de la mayoría de los medicamentos para el acné que pueden causar sequedad y descamación cutánea, ESPADA Blemish Solution mantiene la piel hidratada. El resultado es un cutis impecable y radiante.",0.42038851976394653,"Este gel concentrado pero ligero está formulado con una combinación potente de ingredientes. Se dirige rápidamente a los brotes en la superficie de tu piel. A diferencia de la mayoría de los medicamentos para el acné que pueden causar sequedad y descamación cutánea antiestéticas, ESPADA Blemish Solution mantiene la piel hidratada. El resultado es un cutis impecable y radiante.",0.36336666345596313
"Use it in combination with FOREO's ESPADATM , a blue LED light acne device - to supercharge your treatment.","Úsalo en combinación con el dispositivo antiacné ESPADA™ de FOREO, que utiliza luz azul LED para potenciar tu tratamiento.",0.5238197445869446,"Úsalo en combinación con el dispositivo de acné ESPADATM de luz azul LED de FOREO, para potenciar tu tratamiento.",0.3945624828338623
Exfoliating & anti-inflammatory,Exfoliante y antiinflamatorio,0.7223999500274658,Exfoliante y antiinflamatorio,0.7223999500274658
"Formulated with 2% Salicylic Acid - a powerful BHA exfoliator that unclogs pores and reduces excess sebum, to effectively tackle blackheads and whiteheads. In combination with Witch Hazel, it also acts anti-inflammatory to reduce swelling and redness.","Formulado con ácido salicílico al 2% - un potente exfoliante BHA que desobstruye los poros y reduce el exceso de sebo, para combatir eficazmente los puntos negros y blancos. En combinación con hamamelis, también actúa como antiinflamatorio para reducir la hinchazón y el enrojecimiento.",0.3991498649120331,"Formulado con un 2% de ácido salicílico, un potente exfoliante BHA que desobstruye los poros y reduce el exceso de sebo, para combatir eficazmente las espinillas negras y blancas. En combinación con hamamelis, también actúa como antiinflamatorio para reducir la hinchazón y el enrojecimiento.",0.4335804283618927
Fades stubborn imperfections,Atenúa las imperfecciones rebeldes,-0.3525194525718689,Elimina imperfecciones rebeldes,-0.09065176546573639
"Niacinamide and tea tree oil work together to effectively heal damaged skin. They help quickly shrink enlarged pores and fade hyperpigmentation caused by acne. Tea tree oil also has antibacterial properties, and helps reduce infection.",La niacinamida y el aceite de árbol de té trabajan juntas para sanar eficazmente la piel dañada. Ayudan a reducir rápidamente los poros dilatados y a desvanecer la hiperpigmentación causada por el acné. El aceite de árbol de té también tiene propiedades antibacterianas y ayuda a reducir las infecciones.,0.6599641442298889,La niacinamida y el aceite de árbol de té trabajan juntas para curar eficazmente la piel dañada. Ayudan a reducir rápidamente los poros dilatados y a desvanecer la hiperpigmentación causada por el acné. El aceite de árbol de té también tiene propiedades antibacterianas y ayuda a reducir las infecciones.,0.674012303352356
Ultra-gentle & soothing,Ultrasuave y calmante,0.5026699900627136,Ultrasuave y calmante,0.5026699900627136
PHA lactobionic acid helps retain moisture and increase overall hydration levels. Panthenol soothes skin by reducing itching and inflammation. Together they offer the perfect relief for blemish-prone skin.,"El ácido láctico de lactobiónico ayuda a retener la humedad y aumentar los niveles de hidratación general. El pantenol calma la piel al reducir el picor y la inflamación. Juntos, ofrecen el alivio perfecto para pieles propensas a imperfecciones.",0.6059128642082214,"El ácido láctico de lactobionato ayuda a retener la humedad y aumentar los niveles generales de hidratación. El pantenol calma la piel al reducir el picor y la inflamación. Juntos, ofrecen el alivio perfecto para pieles propensas a imperfecciones.",0.6134858727455139
"Supercharged with ESPADATM The blemish solution quickly targets breakouts on the surface of the skin. To double the power, use with ESPADATM blue LED light acne device to target, treat and terminate acne.","Potenciado con ESPADA™. La solución para imperfecciones ataca rápidamente las erupciones en la superficie de la piel. Para duplicar el poder, úsalo con el dispositivo ESPADA™ de luz LED azul para tratar el acné, para atacar, tratar y eliminar el acné.",0.0202178992331028,"Súpercargado con ESPADATM La solución para imperfecciones ataca rápidamente las erupciones en la superficie de la piel. Para duplicar la potencia, úsalo con el dispositivo LED azul para acné ESPADATM para atacar, tratar y eliminar el acné.",0.0500517375767231
"Formulated with 2% salicylic acid - a powerful BHA exfoliator that unclogs pores and reduces excess sebum, to effectively tackle blackheads and whiteheads. In combination with witch hazel, it also acts anti-inflammatory to reduce swelling and redness.","Formulado con ácido salicílico al 2% - un potente exfoliante BHA que desobstruye los poros y reduce el exceso de sebo, para combatir eficazmente las espinillas negras y blancas. En combinación con hamamelis, también actúa como antiinflamatorio para reducir la hinchazón y el enrojecimiento.",0.4338805377483368,"Formulado con un 2% de ácido salicílico, un potente exfoliante BHA que desobstruye los poros y reduce el exceso de sebo, para combatir eficazmente las espinillas negras y blancas. En combinación con hamamelis, también actúa como antiinflamatorio para reducir la hinchazón y enrojecimiento.",0.440426230430603
Clean & safe,Limpio y seguro,0.9699422717094421,Limpio y seguro,0.9697210192680359
Fragrance-free So even extremely sensitive skin won't be irritated.,"Sin fragancia, incluso las pieles extremadamente sensibles no se irritarán.",0.544611930847168,Sin fragancia. Incluso la piel extremadamente sensible no se irritará.,0.5926856398582458
Fragrance-free,Sin perfume,-0.35133662819862366,Sin perfume,-0.35133662819862366
So even extremely sensitive skin won't be irritated.,Incluso la piel extremadamente sensible no se irritará.,0.6262984871864319,Así que incluso la piel extremadamente sensible no se irritará.,0.6404258608818054
Ultimate blue LED precision,Precisión LED azul definitiva,0.6578678488731384,Precisión LED azul definitiva,0.6578678488731384
"Treat & heal acne-prone skin with ESPADATM 2 or ESPADATM 2 plus, the FDA-cleared medical devices, and enjoy a relaxing T-Sonic™ massage. Both of these acne treatment devices pair perfectly with FOREO Blemish Solution and help you achieve clearer, healthier, and smoother complexion in no time. Visible results after 1st use. Ultimate blue LED precision for the most effective results.","Trata y sana la piel propensa al acné con ESPADA™ 2 o ESPADA™ 2 plus, los dispositivos médicos aprobados por la FDA, y disfruta de un relajante masaje T-Sonic™. Ambos dispositivos para el tratamiento del acné se combinan perfectamente con FOREO Blemish Solution y te ayudan a lograr una tez más clara, saludable y suave en poco tiempo. Resultados visibles después del primer uso. Precisión LED azul definitiva para los resultados más efectivos.",0.2840343415737152,"Trata y cura la piel propensa al acné con ESPADATM 2 o ESPADATM 2 plus, los dispositivos médicos aprobados por la FDA, y disfruta de un relajante masaje T-Sonic™. Ambos dispositivos para el tratamiento del acné se combinan perfectamente con FOREO Blemish Solution y te ayudan a conseguir una tez más clara, saludable y suave en poco tiempo. Resultados visibles después del primer uso. Precisión LED azul definitiva para los resultados más efectivos.",0.2829373776912689
Cleanse skin,Limpia la piel,0.7196342349052429,Limpia la piel,0.7195918560028076
Thoroughly cleanse and dry skin. We recommend using FOREO’s bacteria-resistant LUNATM facial cleansing massager and Micro-Foam Cleanser for optimal results.,Limpia y seca la piel a fondo. Recomendamos utilizar el masajeador facial de limpieza LUNATM resistente a bacterias de FOREO y el Limpiador Micro-Espuma para obtener los mejores resultados.,0.3833029568195343,Limpia y seca la piel a fondo. Recomendamos el uso del masajeador facial de limpieza LUNATM resistente a las bacterias y del Limpiador de espuma micro de FOREO para obtener mejores resultados.,0.4110250174999237
Apply gel,Aplica el gel,0.6680211424827576,Aplica el gel.,0.5809161067008972
Gently dab a thin layer of the blemish solution gel directly onto the spots / blemishes and leave on until fully absorbed.,Aplica suavemente una capa fina de la solución para imperfecciones directamente sobre las manchas y déjala hasta que se absorba completamente.,0.5363796353340149,"Con cuidado, aplica una capa fina del gel de solución para imperfecciones directamente sobre las manchas/imperfecciones y déjalo hasta que se absorba completamente.",0.5529218912124634
STEP 3 (optional),PASO 3 (opcional),0.7581036686897278,PASO 3 (opcional),0.7581036686897278
"Enhance with ESPADATM Turn on your ESPADATM blue LED acne device, and hold it on each spot / blemish for 30 seconds, until the built-in timer pulses, to supercharge your treatment.","Mejora con ESPADA™. Enciende tu dispositivo de acné azul LED ESPADA™ y sosténlo en cada punto/imperfección durante 30 segundos, hasta que el temporizador incorporado pulse, para potenciar tu tratamiento.",0.24847933650016785,"Mejora con ESPADATM Enciende tu dispositivo azul LED para acné ESPADATM y sosténlo sobre cada punto/imperfección durante 30 segundos, hasta que el temporizador incorporado pulse, para potenciar tu tratamiento.",0.24980154633522034
"Prevent, treat & heal acne","Prevenir, tratar y curar el acné",0.6657119393348694,"Prevenir, tratar y curar el acné",0.6657119393348694
The most effective way to get healthy skin,La forma más eficaz de conseguir una piel sana,0.6842018961906433,La forma más efectiva de conseguir una piel sana,0.7171911001205444
